frequency,attack,chord,free,suction,scaled
1000,6.7,0.1016,39.6,0.00578076,134.515
1250,6.7,0.1016,39.6,0.00578076,132.395
1600,6.7,0.1016,39.6,0.00578076,127.375
2000,6.7,0.1016,39.6,0.00578076,122.235
315,6.7,0.1016,31.7,0.00592927,126.266
500,6.7,0.1016,31.7,0.00592927,130.206
800,6.7,0.1016,31.7,0.00592927,132.886
1250,6.7,0.1016,31.7,0.00592927,129.256
1600,6.7,0.1016,31.7,0.00592927,124.346
2000,6.7,0.1016,31.7,0.00592927,120.446
200,8.9,0.1016,71.3,0.0103088,133.503
250,8.9,0.1016,71.3,0.0103088,134.533
315,8.9,0.1016,71.3,0.0103088,136.583
400,8.9,0.1016,71.3,0.0103088,138.123
500,8.9,0.1016,71.3,0.0103088,138.523
630,8.9,0.1016,71.3,0.0103088,138.423
800,8.9,0.1016,71.3,0.0103088,137.813
1250,8.9,0.1016,71.3,0.0103088,132.793
1600,8.9,0.1016,71.3,0.0103088,128.763
2000,8.9,0.1016,71.3,0.0103088,124.233
2500,8.9,0.1016,71.3,0.0103088,123.623
3150,8.9,0.1016,71.3,0.0103088,123.263
4000,8.9,0.1016,71.3,0.0103088,120.243
5000,8.9,0.1016,71.3,0.0103088,116.723
6300,8.9,0.1016,71.3,0.0103088,117.253
200,8.9,0.1016,39.6,0.0124596,133.42
250,8.9,0.1016,39.6,0.0124596,134.34
315,8.9,0.1016,39.6,0.0124596,135.38
400,8.9,0.1016,39.6,0.0124596,135.54
500,8.9,0.1016,39.6,0.0124596,133.79
800,8.9,0.1016,39.6,0.0124596,130.94
1250,8.9,0.1016,39.6,0.0124596,127.71
1600,8.9,0.1016,39.6,0.0124596,123.82
2500,8.9,0.1016,39.6,0.0124596,119.19
3150,8.9,0.1016,39.6,0.0124596,119.35
4000,8.9,0.1016,39.6,0.0124596,116.22
5000,8.9,0.1016,39.6,0.0124596,113.08
200,12.3,0.1016,71.3,0.0337792,130.588
250,12.3,0.1016,71.3,0.0337792,131.568
315,12.3,0.1016,71.3,0.0337792,137.068
400,12.3,0.1016,71.3,0.0337792,139.428
500,12.3,0.1016,71.3,0.0337792,140.158
630,12.3,0.1016,71.3,0.0337792,135.368
800,12.3,0.1016,71.3,0.0337792,127.318
1000,12.3,0.1016,71.3,0.0337792,127.928
1600,12.3,0.1016,71.3,0.0337792,124.748
2000,12.3,0.1016,71.3,0.0337792,122.218
2500,12.3,0.1016,71.3,0.0337792,121.318
3150,12.3,0.1016,71.3,0.0337792,120.798
5000,12.3,0.1016,71.3,0.0337792,116.108
6300,12.3,0.1016,71.3,0.0337792,113.958
200,12.3,0.1016,55.5,0.0368233,132.304
250,12.3,0.1016,55.5,0.0368233,133.294
315,12.3,0.1016,55.5,0.0368233,135.674
400,12.3,0.1016,55.5,0.0368233,136.414
500,12.3,0.1016,55.5,0.0368233,133.774
630,12.3,0.1016,55.5,0.0368233,124.244
800,12.3,0.1016,55.5,0.0368233,125.114
1000,12.3,0.1016,55.5,0.0368233,125.484
1250,12.3,0.1016,55.5,0.0368233,124.214
1600,12.3,0.1016,55.5,0.0368233,121.824
2000,12.3,0.1016,55.5,0.0368233,118.564
3150,12.3,0.1016,55.5,0.0368233,116.914
5000,12.3,0.1016,55.5,0.0368233,112.014
6300,12.3,0.1016,55.5,0.0368233,110.124
200,12.3,0.1016,39.6,0.0408268,128.545
250,12.3,0.1016,39.6,0.0408268,129.675
315,12.3,0.1016,39.6,0.0408268,129.415
400,12.3,0.1016,39.6,0.0408268,128.265
630,12.3,0.1016,39.6,0.0408268,121.315
1000,12.3,0.1016,39.6,0.0408268,122.435
1600,12.3,0.1016,39.6,0.0408268,117.875
2000,12.3,0.1016,39.6,0.0408268,114.085
2500,12.3,0.1016,39.6,0.0408268,113.315
3150,12.3,0.1016,39.6,0.0408268,113.055
4000,12.3,0.1016,39.6,0.0408268,110.905
5000,12.3,0.1016,39.6,0.0408268,108.625
6300,12.3,0.1016,39.6,0.0408268,107.985
200,12.3,0.1016,31.7,0.0418756,124.987
315,12.3,0.1016,31.7,0.0418756,124.717
400,12.3,0.1016,31.7,0.0418756,123.207
500,12.3,0.1016,31.7,0.0418756,118.667
630,12.3,0.1016,31.7,0.0418756,119.287
1000,12.3,0.1016,31.7,0.0418756,119.777
1250,12.3,0.1016,31.7,0.0418756,118.767
1600,12.3,0.1016,31.7,0.0418756,114.477
2000,12.3,0.1016,31.7,0.0418756,110.447
2500,12.3,0.1016,31.7,0.0418756,110.317
3150,12.3,0.1016,31.7,0.0418756,110.307
4000,12.3,0.1016,31.7,0.0418756,108.407
5000,12.3,0.1016,31.7,0.0418756,107.147
6300,12.3,0.1016,31.7,0.0418756,107.267
200,15.6,0.1016,71.3,0.0437259,130.898
250,15.6,0.1016,71.3,0.0437259,132.158
400,15.6,0.1016,71.3,0.0437259,134.058
500,15.6,0.1016,71.3,0.0437259,130.638
800,15.6,0.1016,71.3,0.0437259,124.188
1000,15.6,0.1016,71.3,0.0437259,124.438
1250,15.6,0.1016,71.3,0.0437259,123.178
1600,15.6,0.1016,71.3,0.0437259,121.528
2000,15.6,0.1016,71.3,0.0437259,119.888
3150,15.6,0.1016,71.3,0.0437259,116.468
4000,15.6,0.1016,71.3,0.0437259,113.298
200,15.6,0.1016,39.6,0.0528487,123.514
315,15.6,0.1016,39.6,0.0528487,122.754
400,15.6,0.1016,39.6,0.0528487,120.484
500,15.6,0.1016,39.6,0.0528487,115.304
630,15.6,0.1016,39.6,0.0528487,118.084
800,15.6,0.1016,39.6,0.0528487,118.964
1600,15.6,0.1016,39.6,0.0528487,114.554
2000,15.6,0.1016,39.6,0.0528487,110.894
2500,15.6,0.1016,39.6,0.0528487,110.264
3150,15.6,0.1016,39.6,0.0528487,109.254
5000,15.6,0.1016,39.6,0.0528487,106.224
